date_time,drink_type
2022-05-11 16:13:16+00:00,alcoholic_drink_unspecified
2021-06-19 18:36:16+00:00,alcoholic_drink_unspecified
2021-07-08 18:53:21+00:00,alcoholic_drink_unspecified
2021-12-24 18:46:25+00:00,alcoholic_drink_unspecified
2022-01-22 12:19:48+00:00,alcoholic_drink_unspecified
2021-09-01 17:44:53+00:00,alcoholic_drink_unspecified
2021-10-01 19:57:33+00:00,alcoholic_drink_unspecified
2021-10-02 13:37:17+00:00,alcoholic_drink_unspecified
2021-10-15 18:36:00+00:00,alcoholic_drink_unspecified
2021-10-17 16:33:59+00:00,alcoholic_drink_unspecified
2022-02-18 16:27:50+00:00,alcoholic_drink_unspecified
2022-02-20 19:10:28+00:00,alcoholic_drink_unspecified
2021-06-09 19:36:26+00:00,alcoholic_drink_unspecified
2021-06-18 22:23:45+00:00,alcoholic_drink_unspecified
2021-07-08 19:23:40+00:00,alcoholic_drink_unspecified
2021-07-10 12:52:54+00:00,alcoholic_drink_unspecified
2021-08-18 19:01:09+00:00,alcoholic_drink_unspecified
2022-02-02 12:28:46+00:00,alcoholic_drink_unspecified
2021-09-02 22:00:00+00:00,alcoholic_drink_unspecified
2021-09-28 12:15:20+00:00,alcoholic_drink_unspecified
2021-10-31 17:56:19+00:00,alcoholic_drink_unspecified
2021-11-22 19:48:08+00:00,alcoholic_drink_unspecified
2022-04-10 16:52:53+00:00,alcoholic_drink_unspecified
2022-05-14 16:54:52+00:00,alcoholic_drink_unspecified
2022-05-28 20:55:34+00:00,alcoholic_drink_unspecified
2021-06-29 19:10:40+00:00,alcoholic_drink_unspecified
2021-07-07 12:34:42+00:00,alcoholic_drink_unspecified
2021-10-24 12:42:30+00:00,alcoholic_drink_unspecified
2021-11-01 18:30:22+00:00,alcoholic_drink_unspecified
2021-11-27 17:32:27+00:00,alcoholic_drink_unspecified
2022-01-01 14:54:49+00:00,alcoholic_drink_unspecified
2022-01-08 12:56:46+00:00,alcoholic_drink_unspecified
2022-01-18 15:46:41+00:00,alcoholic_drink_unspecified
2022-01-19 18:27:46+00:00,alcoholic_drink_unspecified
2022-02-11 18:45:30+00:00,alcoholic_drink_unspecified
2022-03-11 19:09:27+00:00,alcoholic_drink_unspecified
2022-06-09 20:29:41+00:00,alcoholic_drink_unspecified
2021-05-22 17:34:05+00:00,alcoholic_drink_unspecified
2021-08-13 20:00:15+00:00,alcoholic_drink_unspecified
2022-01-30 15:53:04+00:00,alcoholic_drink_unspecified
2021-06-22 19:22:26+00:00,alcoholic_drink_unspecified
2021-07-23 20:05:32+00:00,alcoholic_drink_unspecified
2021-07-30 13:18:15+00:00,alcoholic_drink_unspecified
2021-08-13 19:17:00+00:00,alcoholic_drink_unspecified
2021-09-16 18:19:54+00:00,alcoholic_drink_unspecified
2022-01-29 16:55:45+00:00,alcoholic_drink_unspecified
2022-04-05 16:59:35+00:00,alcoholic_drink_unspecified
2022-04-16 19:30:32+00:00,alcoholic_drink_unspecified
2022-05-10 21:16:13+00:00,alcoholic_drink_unspecified
2021-07-21 18:46:10+00:00,alcoholic_drink_unspecified
2021-09-18 18:56:20+00:00,alcoholic_drink_unspecified
2021-11-21 14:40:16+00:00,alcoholic_drink_unspecified
2021-12-31 20:34:25+00:00,alcoholic_drink_unspecified
2022-01-31 20:27:12+00:00,alcoholic_drink_unspecified
2022-04-01 18:58:30+00:00,alcoholic_drink_unspecified
2021-06-24 19:13:35+00:00,alcoholic_drink_unspecified
2021-07-31 12:22:20+00:00,alcoholic_drink_unspecified
2021-08-04 19:45:27+00:00,alcoholic_drink_unspecified
2021-09-18 18:56:12+00:00,alcoholic_drink_unspecified
2022-03-31 12:45:32+00:00,alcoholic_drink_unspecified
2022-04-30 18:31:44+00:00,alcoholic_drink_unspecified
2021-08-24 20:13:28+00:00,alcoholic_drink_unspecified
2021-09-18 12:58:28+00:00,alcoholic_drink_unspecified
2022-02-10 17:43:18+00:00,alcoholic_drink_unspecified
2022-02-26 17:37:45+00:00,alcoholic_drink_unspecified
2022-05-28 15:52:00+00:00,alcoholic_drink_unspecified
2021-05-24 19:40:22+00:00,alcoholic_drink_unspecified
2021-06-08 19:27:29+00:00,alcoholic_drink_unspecified
2021-09-16 19:28:44+00:00,alcoholic_drink_unspecified
2021-12-24 19:58:30+00:00,alcoholic_drink_unspecified
2022-02-08 15:10:48+00:00,alcoholic_drink_unspecified
2022-02-11 19:59:22+00:00,alcoholic_drink_unspecified
2022-04-29 18:43:29+00:00,alcoholic_drink_unspecified
2022-05-21 17:37:52+00:00,alcoholic_drink_unspecified
2021-07-20 17:45:38+00:00,alcoholic_drink_unspecified
2021-08-18 20:40:45+00:00,alcoholic_drink_unspecified
2021-10-30 18:25:28+00:00,alcoholic_drink_unspecified
2021-11-18 16:41:55+00:00,alcoholic_drink_unspecified
2021-12-29 15:04:14+00:00,alcoholic_drink_unspecified
2022-01-15 19:02:49+00:00,alcoholic_drink_unspecified
2022-05-19 16:17:07+00:00,alcoholic_drink_unspecified
2022-06-11 18:50:24+00:00,alcoholic_drink_unspecified
2021-05-14 19:32:41+00:00,alcoholic_drink_unspecified
2021-06-19 19:49:13+00:00,alcoholic_drink_unspecified
2021-06-29 19:21:45+00:00,alcoholic_drink_unspecified
2021-09-18 14:36:50+00:00,alcoholic_drink_unspecified
2022-01-26 15:30:40+00:00,alcoholic_drink_unspecified
2021-06-04 14:50:03+00:00,alcoholic_drink_unspecified
2021-09-23 19:04:13+00:00,alcoholic_drink_unspecified
2021-09-25 13:39:18+00:00,alcoholic_drink_unspecified
2021-11-01 17:50:14+00:00,alcoholic_drink_unspecified
2021-11-23 16:59:05+00:00,alcoholic_drink_unspecified
2021-12-20 18:02:24+00:00,alcoholic_drink_unspecified
2021-12-24 18:14:21+00:00,alcoholic_drink_unspecified
2021-12-25 17:58:02+00:00,alcoholic_drink_unspecified
2022-02-05 16:54:55+00:00,alcoholic_drink_unspecified
2022-02-24 19:28:46+00:00,alcoholic_drink_unspecified
2022-03-26 18:14:01+00:00,alcoholic_drink_unspecified
2022-05-11 15:53:06+00:00,alcoholic_drink_unspecified
2022-06-15 19:48:55+00:00,alcoholic_drink_unspecified
2021-06-12 14:29:10+00:00,alcoholic_drink_unspecified
2021-08-13 19:42:49+00:00,alcoholic_drink_unspecified
2021-08-24 19:44:40+00:00,alcoholic_drink_unspecified
2021-09-02 17:47:28+00:00,alcoholic_drink_unspecified
2021-12-29 13:12:55+00:00,alcoholic_drink_unspecified
2022-01-23 13:59:06+00:00,alcoholic_drink_unspecified
2022-02-05 12:59:25+00:00,alcoholic_drink_unspecified
2022-02-18 17:07:53+00:00,alcoholic_drink_unspecified
2021-06-08 17:55:56+00:00,alcoholic_drink_unspecified
2021-06-16 18:23:04+00:00,alcoholic_drink_unspecified
2021-09-09 15:44:59+00:00,alcoholic_drink_unspecified
2021-09-09 17:11:45+00:00,alcoholic_drink_unspecified
2021-11-10 17:31:09+00:00,alcoholic_drink_unspecified
2022-02-08 11:54:01+00:00,alcoholic_drink_unspecified
2022-04-04 18:18:08+00:00,alcoholic_drink_unspecified
2022-05-23 15:12:51+00:00,alcoholic_drink_unspecified
2021-08-04 19:18:49+00:00,alcoholic_drink_unspecified
2021-12-17 15:03:53+00:00,alcoholic_drink_unspecified
2022-01-11 17:43:59+00:00,alcoholic_drink_unspecified
2022-01-06 15:38:23+00:00,alcoholic_drink_unspecified
2022-03-30 15:02:59+00:00,alcoholic_drink_unspecified
2022-04-21 18:20:03+00:00,alcoholic_drink_unspecified
2022-05-07 12:49:30+00:00,alcoholic_drink_unspecified
2022-05-27 13:19:16+00:00,alcoholic_drink_unspecified
2021-07-04 20:07:50+00:00,alcoholic_drink_unspecified
2022-01-01 13:16:51+00:00,alcoholic_drink_unspecified
2022-01-26 14:45:49+00:00,alcoholic_drink_unspecified
2022-01-30 16:45:53+00:00,alcoholic_drink_unspecified
2022-02-10 17:05:55+00:00,alcoholic_drink_unspecified
2022-02-11 17:00:22+00:00,alcoholic_drink_unspecified
2022-02-20 19:24:36+00:00,alcoholic_drink_unspecified
2021-06-17 18:58:40+00:00,alcoholic_drink_unspecified
2021-11-20 16:50:03+00:00,alcoholic_drink_unspecified
2022-01-09 14:23:23+00:00,alcoholic_drink_unspecified
2022-04-10 13:36:29+00:00,alcoholic_drink_unspecified
2021-06-09 19:14:59+00:00,alcoholic_drink_unspecified
2021-06-11 20:07:47+00:00,alcoholic_drink_unspecified
2021-06-25 21:18:55+00:00,alcoholic_drink_unspecified
2021-07-05 19:38:39+00:00,alcoholic_drink_unspecified
2022-02-24 20:06:12+00:00,alcoholic_drink_unspecified
2022-06-11 15:25:23+00:00,alcoholic_drink_unspecified
2022-06-13 18:43:24+00:00,alcoholic_drink_unspecified
2021-05-13 17:15:46+00:00,alcoholic_drink_unspecified
2021-06-04 18:37:58+00:00,alcoholic_drink_unspecified
2021-06-27 13:45:31+00:00,alcoholic_drink_unspecified
2021-07-01 20:04:17+00:00,alcoholic_drink_unspecified
2021-07-23 19:22:25+00:00,alcoholic_drink_unspecified
2021-08-08 13:04:19+00:00,alcoholic_drink_unspecified
2022-01-19 12:37:49+00:00,alcoholic_drink_unspecified
2022-01-30 21:04:15+00:00,alcoholic_drink_unspecified
2022-05-07 13:45:52+00:00,alcoholic_drink_unspecified
2022-05-28 16:59:01+00:00,alcoholic_drink_unspecified
2021-07-07 14:03:52+00:00,alcoholic_drink_unspecified
2021-08-06 20:40:31+00:00,alcoholic_drink_unspecified
2021-08-12 19:23:49+00:00,alcoholic_drink_unspecified
2021-08-24 19:48:00+00:00,alcoholic_drink_unspecified
2021-09-19 13:40:24+00:00,alcoholic_drink_unspecified
2022-01-17 18:00:39+00:00,alcoholic_drink_unspecified
2022-03-26 13:45:59+00:00,alcoholic_drink_unspecified
2022-05-27 16:43:47+00:00,alcoholic_drink_unspecified
2021-10-05 17:36:16+00:00,alcoholic_drink_unspecified
2021-10-09 17:58:22+00:00,alcoholic_drink_unspecified
2022-06-03 15:00:08+00:00,alcoholic_drink_unspecified
2021-07-22 20:57:11+00:00,alcoholic_drink_unspecified
2021-09-03 18:02:13+00:00,alcoholic_drink_unspecified
2021-12-31 18:57:32+00:00,alcoholic_drink_unspecified
2022-01-09 11:55:35+00:00,alcoholic_drink_unspecified
2022-01-29 20:40:54+00:00,alcoholic_drink_unspecified
2022-06-11 13:59:40+00:00,alcoholic_drink_unspecified
2021-06-19 19:14:39+00:00,alcoholic_drink_unspecified
2021-08-14 19:53:41+00:00,alcoholic_drink_unspecified
2021-10-02 12:46:39+00:00,alcoholic_drink_unspecified
2021-11-10 18:32:05+00:00,alcoholic_drink_unspecified
2021-11-25 12:43:39+00:00,alcoholic_drink_unspecified
2022-05-09 16:52:59+00:00,alcoholic_drink_unspecified
2022-06-11 15:56:48+00:00,alcoholic_drink_unspecified
2022-06-11 17:04:29+00:00,alcoholic_drink_unspecified
2021-05-29 18:55:29+00:00,alcoholic_drink_unspecified
2021-06-09 19:14:57+00:00,alcoholic_drink_unspecified
2021-07-03 18:20:27+00:00,alcoholic_drink_unspecified
2021-07-09 17:46:02+00:00,alcoholic_drink_unspecified
2021-07-30 13:00:20+00:00,alcoholic_drink_unspecified
2021-09-10 18:31:17+00:00,alcoholic_drink_unspecified
2021-11-25 13:09:23+00:00,alcoholic_drink_unspecified
2021-06-04 19:18:29+00:00,alcoholic_drink_unspecified
2021-07-02 18:05:39+00:00,alcoholic_drink_unspecified
2021-07-31 13:08:07+00:00,alcoholic_drink_unspecified
2021-08-06 20:40:34+00:00,alcoholic_drink_unspecified
2021-09-23 18:20:04+00:00,alcoholic_drink_unspecified
2021-11-24 15:23:46+00:00,alcoholic_drink_unspecified
2022-01-01 13:35:15+00:00,alcoholic_drink_unspecified
2022-04-16 20:11:09+00:00,alcoholic_drink_unspecified
2021-05-16 19:11:16+00:00,alcoholic_drink_unspecified
2021-05-18 18:59:46+00:00,alcoholic_drink_unspecified
2021-09-01 20:28:37+00:00,alcoholic_drink_unspecified
2021-09-05 17:44:11+00:00,alcoholic_drink_unspecified
2021-11-14 19:20:35+00:00,alcoholic_drink_unspecified
2021-12-15 15:29:52+00:00,alcoholic_drink_unspecified
2021-12-24 20:35:11+00:00,alcoholic_drink_unspecified
2022-03-25 18:36:17+00:00,alcoholic_drink_unspecified
2021-05-22 18:51:22+00:00,alcoholic_drink_unspecified
2021-06-04 19:45:06+00:00,alcoholic_drink_unspecified
2021-11-21 12:22:59+00:00,alcoholic_drink_unspecified
2022-05-13 18:14:28+00:00,alcoholic_drink_unspecified
2021-06-04 15:37:01+00:00,alcoholic_drink_unspecified
2021-06-20 12:59:54+00:00,alcoholic_drink_unspecified
2021-09-24 20:01:00+00:00,alcoholic_drink_unspecified
2021-09-25 13:39:58+00:00,alcoholic_drink_unspecified
2021-11-13 16:57:04+00:00,alcoholic_drink_unspecified
2022-03-19 18:30:00+00:00,alcoholic_drink_unspecified
2022-05-28 17:13:18+00:00,alcoholic_drink_unspecified
2021-05-28 19:42:45+00:00,alcoholic_drink_unspecified
2021-06-11 16:58:01+00:00,alcoholic_drink_unspecified
2021-07-22 21:46:31+00:00,alcoholic_drink_unspecified
2021-08-10 15:04:29+00:00,alcoholic_drink_unspecified
2021-09-02 16:01:08+00:00,alcoholic_drink_unspecified
2021-09-16 18:43:41+00:00,alcoholic_drink_unspecified
2022-02-02 13:07:56+00:00,alcoholic_drink_unspecified
2022-03-12 21:24:39+00:00,alcoholic_drink_unspecified
2022-05-28 18:49:47+00:00,alcoholic_drink_unspecified
2022-06-14 18:44:40+00:00,alcoholic_drink_unspecified
2021-05-16 19:34:37+00:00,alcoholic_drink_unspecified
2021-06-11 16:57:59+00:00,alcoholic_drink_unspecified
2021-07-02 21:26:50+00:00,alcoholic_drink_unspecified
2021-08-05 18:10:21+00:00,alcoholic_drink_unspecified
2021-09-02 20:07:30+00:00,alcoholic_drink_unspecified
2021-11-21 13:01:48+00:00,alcoholic_drink_unspecified
2022-01-06 14:41:27+00:00,alcoholic_drink_unspecified
2022-05-28 17:38:36+00:00,alcoholic_drink_unspecified
2021-07-07 12:51:01+00:00,alcoholic_drink_unspecified
2021-12-25 18:00:17+00:00,alcoholic_drink_unspecified
2022-01-28 22:33:21+00:00,alcoholic_drink_unspecified
2022-05-13 15:29:04+00:00,alcoholic_drink_unspecified
2021-07-01 18:35:44+00:00,alcoholic_drink_unspecified
2021-09-02 18:21:58+00:00,alcoholic_drink_unspecified
2021-11-25 14:13:04+00:00,alcoholic_drink_unspecified
2021-11-25 14:34:41+00:00,alcoholic_drink_unspecified
2021-11-28 14:25:07+00:00,alcoholic_drink_unspecified
2022-01-18 16:52:12+00:00,alcoholic_drink_unspecified
2022-04-02 12:05:09+00:00,alcoholic_drink_unspecified
2022-04-16 19:07:15+00:00,alcoholic_drink_unspecified
2022-04-21 17:32:39+00:00,alcoholic_drink_unspecified
2021-06-04 20:20:55+00:00,alcoholic_drink_unspecified
2021-07-09 19:30:40+00:00,alcoholic_drink_unspecified
2021-08-08 12:40:15+00:00,alcoholic_drink_unspecified
2021-09-01 15:08:31+00:00,alcoholic_drink_unspecified
2021-11-14 20:45:31+00:00,alcoholic_drink_unspecified
2022-02-05 12:23:11+00:00,alcoholic_drink_unspecified
2021-06-10 20:09:53+00:00,alcoholic_drink_unspecified
2021-06-26 18:26:17+00:00,alcoholic_drink_unspecified
2021-07-31 10:56:27+00:00,alcoholic_drink_unspecified
2021-08-18 18:47:10+00:00,alcoholic_drink_unspecified
2021-09-23 18:01:22+00:00,alcoholic_drink_unspecified
2022-02-26 20:13:06+00:00,alcoholic_drink_unspecified
2022-03-19 17:15:33+00:00,alcoholic_drink_unspecified
2022-03-28 16:45:26+00:00,alcoholic_drink_unspecified
2022-03-28 17:18:46+00:00,alcoholic_drink_unspecified
2022-04-29 18:00:00+00:00,alcoholic_drink_unspecified
2022-05-05 17:34:18+00:00,alcoholic_drink_unspecified
2022-05-27 16:20:09+00:00,alcoholic_drink_unspecified
2021-08-27 19:16:36+00:00,alcoholic_drink_unspecified
2021-10-28 14:27:16+00:00,alcoholic_drink_unspecified
2021-10-31 17:31:34+00:00,alcoholic_drink_unspecified
2022-05-01 12:33:22+00:00,alcoholic_drink_unspecified
2021-05-21 18:42:55+00:00,alcoholic_drink_unspecified
2021-06-17 18:59:36+00:00,alcoholic_drink_unspecified
2021-08-08 11:42:07+00:00,alcoholic_drink_unspecified
2022-01-09 13:45:00+00:00,alcoholic_drink_unspecified
2022-01-26 18:30:55+00:00,alcoholic_drink_unspecified
2022-03-12 22:10:37+00:00,alcoholic_drink_unspecified
2021-08-31 19:42:17+00:00,alcoholic_drink_unspecified
2021-11-25 13:20:21+00:00,alcoholic_drink_unspecified
2022-01-11 18:59:34+00:00,alcoholic_drink_unspecified
2022-01-29 18:40:37+00:00,alcoholic_drink_unspecified
2022-02-26 18:07:39+00:00,alcoholic_drink_unspecified
2021-05-17 19:33:41+00:00,alcoholic_drink_unspecified
2021-06-03 19:28:47+00:00,alcoholic_drink_unspecified
2021-06-19 18:24:30+00:00,alcoholic_drink_unspecified
2021-08-31 19:42:19+00:00,alcoholic_drink_unspecified
2021-09-02 15:41:40+00:00,alcoholic_drink_unspecified
2022-01-25 12:53:00+00:00,alcoholic_drink_unspecified
2022-02-02 11:58:05+00:00,alcoholic_drink_unspecified
2022-04-03 15:59:24+00:00,alcoholic_drink_unspecified
2022-05-17 15:19:51+00:00,alcoholic_drink_unspecified
2022-06-11 16:23:20+00:00,alcoholic_drink_unspecified
2021-07-10 13:12:15+00:00,alcoholic_drink_unspecified
2021-07-22 20:31:53+00:00,alcoholic_drink_unspecified
2021-10-01 19:31:11+00:00,alcoholic_drink_unspecified
2022-02-08 13:48:42+00:00,alcoholic_drink_unspecified
2022-02-09 18:42:53+00:00,alcoholic_drink_unspecified
2022-02-11 17:45:30+00:00,alcoholic_drink_unspecified
2022-02-23 18:25:03+00:00,alcoholic_drink_unspecified
2022-05-21 18:06:07+00:00,alcoholic_drink_unspecified
2022-06-10 13:36:59+00:00,alcoholic_drink_unspecified
2022-10-21 19:58:00+00:00,Beer
2022-10-21 19:58:00+00:00,Beer
2022-08-27 08:19:37.024000+00:00,Beer
2022-08-27 08:19:37.024000+00:00,Beer
2022-08-27 08:19:37.024000+00:00,Wine
2022-08-27 08:19:37.024000+00:00,Champagne
2022-08-27 08:19:37.024000+00:00,Champagne
2022-08-27 08:19:37.024000+00:00,Champagne
2022-10-29 13:29:00+00:00,Beer
2022-10-29 13:29:00+00:00,Beer
2022-09-02 17:38:12.149000+00:00,Beer
2022-09-02 17:38:12.149000+00:00,Beer
2022-09-02 17:38:12.149000+00:00,Beer
2022-09-02 17:38:12.149000+00:00,Red Wine
2022-09-02 17:38:12.149000+00:00,Red Wine
2022-07-08 18:30:26.581000+00:00,Beer
2022-07-08 18:30:26.581000+00:00,Beer
2022-07-15 19:43:32.906000+00:00,Wine
2022-07-15 19:43:32.906000+00:00,Wine
2022-08-13 17:32:39.272000+00:00,Beer
2022-08-13 17:32:39.272000+00:00,Gin and Tonic
2022-09-10 12:47:58.472000+00:00,Beer
2022-09-10 12:47:58.472000+00:00,Beer
2022-09-10 12:47:58.472000+00:00,Beer
2022-05-27 18:00:01+00:00,alcoholic_drink_unspecified
2022-05-27 18:00:01+00:00,alcoholic_drink_unspecified
2022-07-07 19:13:24.785000+00:00,Beer
2022-07-07 19:13:24.785000+00:00,Beer
2022-07-07 19:13:24.785000+00:00,Beer
2022-07-07 19:13:24.785000+00:00,Beer
2022-09-03 00:42:04.262000+00:00,Beer
2022-09-03 00:42:04.262000+00:00,Gin and Tonic
2022-09-03 00:42:04.262000+00:00,Gin and Tonic
2022-03-12 20:55:22+00:00,alcoholic_drink_unspecified
2022-03-12 20:55:22+00:00,alcoholic_drink_unspecified
2022-09-02 22:13:06+00:00,Beer
2022-09-02 22:13:06+00:00,Beer
2022-09-02 22:13:06+00:00,Gin and Tonic
2022-09-11 16:36:32.014000+00:00,Beer
2022-09-11 16:36:32.014000+00:00,Beer
2022-09-11 16:36:32.014000+00:00,Beer
2022-09-11 16:36:32.014000+00:00,Wine
2022-09-11 16:36:32.014000+00:00,Champagne
2022-09-11 16:36:32.014000+00:00,Champagne
2022-06-17 18:26:51.715000+00:00,Red Wine
2022-06-17 18:26:51.715000+00:00,Red Wine
2021-10-07 17:57:11+00:00,alcoholic_drink_unspecified
2021-10-07 17:57:11+00:00,alcoholic_drink_unspecified
2022-07-29 15:23:59.405000+00:00,Beer
2022-07-29 15:23:59.405000+00:00,Beer
